Date,SPX Index,RTY Index,NDX Index,INDU Index,S5FINL Index,S5INFT Index,S5HLTH Index,S5TELS Index,S5INDU Index,S5COND Index,S5CONS Index,S5ENRS Index,S5MATR Index,S5RLST Index,S5UTIL Index,MXWD Index,MXWDEWGT Index,MXWO Index,MXEA Index,SX5E Index,SXXP Index,UKX Index,NKY Index,TPX Index,SPTSX60 Index,DAX Index,CAC Index,AEX Index,FTSEMIB Index,IBEX Index,OMX Index,AS51 Index,MXEF Index,XIN9I Index,HSI Index,KOSPI Index,TWSE Index,SENSEX Index,MXLA Index,WN1 Comdty,UXY1 Comdty,TY1 Comdty,FV1 Comdty,TU1 Comdty,CN1 Comdty,UB1 Comdty,RX1 Comdty,OE1 Comdty,DU1 Comdty,OAT1 Comdty,G 1 Comdty,IK1 Comdty,JB1 Comdty,XM1 Comdty,TFT1 Comdty,DW1 Comdty,KAA1 Comdty,LEGATRUH Index,LGTRTRUH Index,H03454US Index,H03450US Index,LGCPTRUH Index,LG30TRUH Index,LG20TRUH Index,LUATTRUU Index,EURUSD Curncy,JPYUSD Curncy,GBPUSD Curncy,CHFUSD Curncy,SEKUSD Curncy,CADUSD Curncy,AD1 Curncy,NZDUSD Curncy,CNYUSD Curncy,BRLUSD Curncy,MXNUSD Curncy,KRWUSD Curncy,CL1 Comdty,HG1 Comdty,NG1 Comdty,GC1 Comdty,SI1 Comdty,PL1 Comdty,SCO1 Comdty,PA1 Comdty,C 1 Comdty,W 1 Comdty,S 1 Comdty,VIX Index
Date,S&P500,R.2000,NASDAQ,Dow,Financial,Technology,Health Care,Communication,Industrial,Con. Disc,Con. Staples,Energy,Material,Real Estate,Utilities,ACWI,ACWI (EW),MSCI World,MSCI EAFE,EUROSTOXX50,STOXX600,FTSE100,Nikkei225,Topix,TSX60,DAX,CAC40,AEX,FTSE MIB,IBEX35,OMXS30,ASX200,MSCI EM,China A50,HangSeng,Kospi,TAIEX,SENSEX,MSCI Latin,US 30Y,US Ultra 10Y,US 10Y,US 5Y,US 2Y,Canada 10Y,Germany 30Y,Germany 10Y,Germany 5Y,Germany 2Y,France 10Y,UK 10Y,Italy 10Y,Japan 10Y,Australia 10Y,China 10Y,Mexico 10Y,Korea 10Y,Bbg Global Agg,Bbg Global Treasury,Bbg Global Treasury LT,Bbg Global Treasury ST,Bbg Global Corporate,Bbg Global HY,Bbg EM USD,Bbg US Treasury,EUR,JPY,GBP,CHF,SEK,CAD,AUD,NZD,CNY,BRL,MXN,KRW,WTI,Copper,Natural Gas(US),Gold,Silver,Platinum,Iron Ore,Palladium,Corn,Wheat,Soybean,VIX
2012-05-25,1317.82,766.406,2527.05,12454.83,188.42,448.58,420.48,138.31,301.97,341.9684,349.11,488.9,214.35,139.24,180.7,300.23,2196.03,1188.56,1350.38,2161.87,242.49,5351.53,8580.39,722.11,658.09,6339.94,3047.94,292.76,13154.8,6543.0,985.03,4029.246,902.13,8015.15,18713.41,1824.17,7071.63,16217.82,3392.5,165.75,,133.765625,124.0078125,110.21875,135.06,138.02,144.23,126.32,110.72,130.8,119.59,101.43,143.06,96.89,,120.85,110.59,428.9127,181.21,220.92,156.84,196.7446,305.7371,279.3724,2046.11,1.2517,0.01255,1.5666,1.0422,0.139337,0.9715,97.54,0.754,0.15786,0.5031,0.07128,0.08439,90.86,344.8,2.568,1568.9,28.37,1426.5,,590.0,578.5,680.0,1382.0,21.76
2012-05-28,1317.82,766.406,2527.05,12454.83,188.42,448.58,420.48,138.31,301.97,341.9684,349.11,488.9,214.35,139.24,180.7,300.87,2204.12,1190.12,1354.37,2147.92,242.47,5356.34,8593.15,721.11,657.08,6323.19,3042.97,292.76,13057.26,6401.2,985.12,4068.025,909.42,8133.25,18800.99,1824.17,7136.0,16416.84,3441.44,165.75,,133.765625,124.0078125,110.21875,134.56,138.32,144.37,126.45,110.76,130.58,119.66,100.92,143.13,96.875,,121.1,110.59,428.8426,181.12,220.8,156.83,196.79,305.8135,279.384,2046.11,1.2541,0.012583,1.5682,1.0434,0.139623,0.9767,97.54,0.7619,0.15791,0.5048,0.07169,0.08501,90.86,344.8,2.568,1568.9,28.37,1426.5,,590.0,578.5,680.0,1382.0,21.76
2012-05-29,1332.42,777.164,2558.97,12580.69,191.06,454.92,421.99,139.37,305.68,346.4297,351.3,495.38,218.0,141.37,181.42,303.9,2229.61,1201.51,1365.02,2160.31,244.3,5391.14,8657.08,727.03,660.41,6396.84,3084.7,295.27,13107.13,6251.7,1001.83,4114.411,921.71,8225.12,19055.46,1849.91,7342.29,16438.58,3434.46,165.78125,,133.828125,123.984375,110.2109375,134.43,138.96,144.3,126.4,110.725,130.82,119.45,100.79,143.41,96.92,,121.35,110.48,429.0319,181.24,221.15,156.81,196.937,306.3039,279.4326,2047.08,1.2503,0.012579,1.5641,1.041,0.138908,0.9783,98.26,0.763,0.15787,0.5018,0.07203,0.08503,90.76,346.35,2.429,1548.7,27.767,1428.1,,603.55,562.5,656.75,1386.75,21.03
2012-05-30,1313.32,762.004,2537.4,12419.86,186.84,451.58,418.88,138.61,300.4,340.8866,348.33,480.65,214.26,138.02,179.93,298.87,2194.75,1181.37,1339.0,2116.18,240.56,5297.28,8633.19,723.62,650.68,6280.8,3015.58,290.66,12872.58,6090.4,986.61,4094.229,907.88,8201.62,18690.22,1844.86,7261.8,16312.15,3379.69,169.375,,134.671875,124.3359375,110.2421875,135.19,141.64,145.33,126.78,110.805,130.89,120.82,99.49,143.43,96.995,,121.625,110.62,429.9818,181.58,222.72,156.8,197.7349,305.7561,279.2542,2057.94,1.2367,0.012647,1.5478,1.0298,0.137637,0.9707,96.97,0.7531,0.15749,0.4962,0.07071,0.08484,87.82,339.0,2.418,1563.4,27.983,1401.2,,604.7,559.5,653.75,1373.25,24.14
2012-05-31,1310.33,761.822,2524.87,12393.45,188.19,448.8,417.37,139.66,299.48,339.7783,347.33,476.51,213.23,138.98,181.0,297.98,2188.44,1177.64,1332.89,2118.94,239.73,5320.86,8542.73,719.49,656.5,6264.38,3017.01,290.09,12873.84,6089.8,975.98,4076.258,906.3,8149.47,18629.52,1843.47,7301.5,16218.53,3393.75,170.40625,,134.90625,124.375,110.2578125,135.58,143.36,146.03,126.95,110.795,132.65,121.67,99.54,143.61,97.135,,121.3,111.01,430.8311,182.09,224.05,156.81,197.9981,305.4609,278.8415,2061.85,1.2365,0.012769,1.5405,1.0295,0.137581,0.9682,97.27,0.7537,0.157,0.4941,0.06956,0.08462,86.53,336.55,2.422,1562.6,27.757,1417.6,,612.1,555.25,643.75,1340.0,24.06
2012-06-01,1278.05,737.421,2458.83,12118.57,181.21,436.56,409.97,137.58,291.19,329.2176,341.55,466.44,208.96,135.13,180.28,292.01,2147.08,1152.97,1312.34,2068.66,235.09,5260.19,8440.25,708.93,647.18,6050.29,2950.47,283.77,12739.98,6065.0,956.7,4063.882,893.86,8167.61,18558.34,1834.51,7106.09,15965.16,3320.12,174.5625,,135.65625,124.578125,110.28125,136.6,145.28,146.34,127.06,110.8,133.89,122.05,101.09,143.82,97.215,,121.7,111.45,432.0117,182.76,226.0,156.84,198.4779,304.151,278.5502,2072.35,1.2434,0.01282,1.5363,1.0351,0.137938,0.9606,96.71,0.7545,0.15697,0.4902,0.06987,0.0847,83.23,331.35,2.326,1620.5,28.512,1433.2,,612.3,551.5,612.25,1344.25,26.66
2012-06-04,1278.18,737.241,2478.13,12101.46,179.47,438.59,411.38,138.59,288.15,330.817,342.45,466.27,209.22,134.43,180.93,291.15,2128.03,1151.21,1308.01,2078.96,233.87,5260.19,8295.63,695.51,645.46,5978.23,2954.49,283.07,12891.96,6239.5,946.12,3985.025,882.46,7953.83,18185.59,1783.13,6894.66,15988.4,3322.5,173.71875,,135.0,124.3046875,110.265625,136.17,144.24,145.78,126.85,110.78,133.39,122.05,102.69,143.79,97.29,,122.025,112.08,431.5128,182.62,225.49,156.83,198.03,303.8047,278.4812,2067.44,1.2499,0.012761,1.5384,1.0407,0.139414,0.9622,97.12,0.7565,0.15711,0.4857,0.0703,0.08468,83.98,330.7,2.415,1612.2,28.007,1427.3,,612.25,568.0,627.75,1340.0,26.12
2012-06-05,1285.5,746.087,2487.5,12127.95,182.46,441.59,413.52,138.31,288.73,332.0453,341.91,469.09,210.8,136.78,181.6,292.88,2144.8,1158.3,1314.44,2087.31,234.59,5260.19,8382.0,708.24,654.36,5969.4,2986.1,284.99,12973.66,6267.8,951.91,4043.692,886.41,7964.11,18259.03,1801.85,7000.45,16020.64,3318.5,172.21875,,134.796875,124.3515625,110.2734375,135.94,144.28,145.76,126.77,110.785,133.01,122.05,102.83,143.41,97.115,,122.2,111.61,431.0304,182.38,224.64,156.83,197.75,303.6634,279.602,2064.41,1.2452,0.012698,1.5383,1.0368,0.138771,0.9636,97.31,0.7561,0.15703,0.4946,0.07033,0.08479,84.29,328.9,2.446,1615.2,28.405,1440.5,,618.05,567.5,613.25,1349.5,24.68
2012-06-06,1315.13,765.17,2546.32,12414.79,187.87,452.91,419.22,140.19,296.79,339.6024,346.61,483.84,216.13,140.0,183.84,299.15,2188.03,1183.6,1341.84,2137.73,239.95,5384.11,8533.53,718.56,660.41,6093.99,3058.44,291.39,13427.15,6418.9,951.91,4055.292,902.57,7973.73,18520.53,1801.85,7056.15,16454.3,3400.92,169.3125,,134.1875,124.0859375,110.2421875,135.38,141.0,144.66,126.37,110.685,132.28,120.78,102.69,143.59,97.05,,122.375,111.61,430.1598,182.0,223.1,156.86,197.0969,304.9667,280.8034,2055.78,1.2582,0.012629,1.5497,1.0478,0.139776,0.9731,99.01,0.7708,0.15711,0.4919,0.0713,0.0852,85.02,337.9,2.421,1632.8,29.488,1469.2,,631.25,586.25,624.25,1386.25,22.16
2012-06-07,1314.99,760.34,2535.41,12460.96,187.43,451.0,419.33,139.21,298.54,339.1588,347.42,484.71,216.54,139.37,185.13,301.16,2205.63,1190.74,1361.94,2143.08,242.64,5447.79,8639.72,730.75,659.63,6144.22,3071.16,292.9,13545.32,6438.1,981.95,4108.57,913.18,7928.69,18678.29,1847.95,7080.31,16649.05,3402.5,168.3125,,134.296875,124.1484375,110.234375,134.87,139.08,144.22,126.21,110.67,131.06,120.07,102.5,143.59,96.975,,122.25,111.3,429.6694,181.6,221.78,156.87,197.2586,306.3774,281.9793,2054.5,1.2561,0.012559,1.5528,1.0459,0.140062,0.9729,99.39,0.7672,0.15703,0.492,0.07108,0.08583,84.82,337.05,2.274,1586.6,28.529,1440.9,,624.35,594.0,641.75,1428.0,21.72
2012-06-08,1325.66,769.19,2559.21,12554.2,189.75,455.24,422.44,141.36,300.81,342.1999,350.31,484.73,218.12,141.18,185.81,300.42,2193.22,1188.86,1344.48,2143.9,241.93,5435.08,8459.26,717.74,653.67,6130.82,3051.69,291.73,13445.46,6552.0,975.76,4063.695,905.17,7854.89,18502.34,1835.64,6999.65,16718.87,3394.27,168.21875,,134.34375,124.1484375,110.2265625,135.45,138.78,143.53,126.84,110.67,129.45,120.93,100.3,143.78,97.015,,122.425,112.06,430.109,181.79,222.48,156.89,197.5089,306.6852,282.4054,2054.62,1.2517,0.012582,1.5474,1.0421,0.14031,0.9746,98.98,0.7703,0.15686,0.4949,0.07183,0.08518,84.1,328.5,2.299,1590.1,28.471,1425.1,,610.65,598.0,630.25,1426.25,21.23
2012-06-11,1308.93,751.006,2517.18,12411.23,186.11,447.39,418.75,141.49,297.16,336.8701,348.82,479.07,214.14,138.44,185.36,299.77,2199.75,1184.1,1355.92,2137.7,241.92,5432.37,8624.9,730.07,648.45,6141.05,3042.76,291.39,13070.75,6516.4,982.29,4063.695,914.87,7928.69,18953.63,1867.04,7120.23,16668.01,3376.69,169.28125,,134.640625,124.2578125,110.21875,135.66,138.92,143.89,126.88,110.65,129.08,120.9,98.54,143.62,96.99,,122.775,111.27,430.1521,181.58,222.4,156.88,198.0888,307.1429,282.3547,2058.55,1.2482,0.012588,1.5486,1.0394,0.140308,0.9692,98.85,0.7691,0.15763,0.4848,0.07096,0.08524,82.7,334.3,2.218,1595.5,28.616,1449.3,,623.8,592.0,630.5,1424.75,23.56
2012-06-12,1324.18,761.533,2546.2,12573.8,189.2,452.47,422.37,142.92,301.86,340.8247,350.83,485.27,218.01,139.87,185.76,301.42,2202.14,1191.92,1355.34,2143.38,243.44,5473.74,8536.72,724.37,654.89,6161.24,3046.91,292.01,12979.69,6522.5,987.16,4072.881,913.0,7875.9,18872.56,1854.74,7072.08,16862.8,3391.19,167.9375,,134.109375,124.0,110.1875,135.22,135.46,142.48,126.24,110.565,127.65,120.37,97.6,143.65,97.07,,122.4,111.61,429.016,181.04,220.93,156.78,197.2913,306.9526,282.7043,2052.68,1.2503,0.012577,1.557,1.041,0.141397,0.9742,99.32,0.7772,0.15695,0.4841,0.07155,0.08554,83.32,333.55,2.232,1612.7,28.949,1454.4,,622.45,584.0,616.0,1435.0,22.09
2012-06-13,1314.88,752.38,2527.44,12496.38,188.32,449.14,421.76,143.01,298.88,335.5966,349.92,479.96,214.76,138.95,185.63,301.3,2203.36,1190.17,1363.06,2143.5,242.56,5483.81,8587.84,726.44,655.68,6152.49,3030.04,291.6,12894.8,6615.3,976.01,4063.787,919.47,8007.82,19026.52,1859.32,7088.83,16880.51,3402.69,169.59375,,134.5625,124.1953125,110.1796875,135.62,132.94,141.71,125.91,110.475,127.54,119.84,97.22,143.55,96.995,,122.2,111.46,428.7951,180.82,220.49,156.75,197.5093,307.2936,283.4076,2058.2,1.2557,0.012582,1.5505,1.0455,0.142162,0.9706,99.65,0.773,0.15746,0.4825,0.07123,0.08566,82.62,333.95,2.185,1618.1,28.941,1466.8,,622.0,592.5,616.0,1408.25,24.27
2012-06-14,1329.1,762.342,2539.97,12651.91,190.69,450.29,427.49,145.67,301.54,340.25,354.48,487.97,216.34,140.86,187.14,302.34,2202.47,1196.0,1360.75,2148.21,241.84,5467.05,8568.89,725.66,654.54,6138.61,3032.45,291.98,13084.62,6696.0,971.66,4042.239,913.54,7955.03,18808.4,1871.48,7075.1,16677.88,3385.05,169.71875,,134.359375,124.1015625,110.171875,135.5,133.08,141.83,126.15,110.575,127.95,120.13,97.51,143.51,97.13,,122.4,111.47,428.8408,180.87,220.57,156.76,197.4437,307.4841,283.7609,2057.44,1.2633,0.012603,1.5563,1.0519,0.142658,0.9779,99.72,0.7825,0.15694,0.4864,0.07194,0.08591,83.91,335.45,2.495,1618.4,28.407,1487.6,,633.6,601.5,623.5,1386.0,21.68
2012-06-15,1342.84,771.32,2571.23,12767.17,193.35,456.65,430.12,145.76,304.16,343.5273,355.47,496.71,219.11,141.86,187.96,305.6,2229.51,1208.53,1375.59,2181.23,244.21,5478.81,8569.32,726.57,658.58,6229.41,3087.62,297.58,13390.69,6719.0,977.53,4057.333,925.22,8021.33,19233.94,1858.16,7155.83,16949.83,3443.3,170.125,,134.609375,124.3125,110.203125,135.93,135.56,142.29,126.37,110.605,128.93,120.67,99.18,143.55,97.085,,122.825,111.47,429.7958,181.34,221.81,156.85,197.9796,308.0591,284.4767,2060.21,1.2638,0.012704,1.5715,1.0525,0.142852,0.9787,100.85,0.7881,0.15706,0.4872,0.07184,0.08583,84.03,338.35,2.467,1627.0,28.74,1487.2,,629.1,579.5,609.5,1376.0,21.11
2012-06-18,1344.78,772.532,2592.52,12741.82,192.24,459.26,432.11,146.05,304.74,345.8736,356.05,492.54,220.11,142.97,188.63,306.67,2242.51,1211.71,1380.42,2155.64,244.36,5491.09,8721.02,738.81,662.8,6248.2,3066.19,297.01,13009.63,6519.9,981.05,4136.903,934.06,8055.53,19427.81,1891.71,7281.5,16705.83,3446.37,170.53125,,134.53125,124.2890625,110.1875,136.17,135.86,142.64,126.67,110.7,128.65,120.68,98.36,143.64,96.93,,123.35,111.18,429.8601,181.3,221.98,156.84,198.2287,308.711,285.0474,2060.88,1.2576,0.01264,1.5666,1.0472,0.142415,0.9763,100.84,0.7919,0.15727,0.4856,0.07231,0.08625,83.27,339.55,2.635,1625.7,28.671,1484.1,,631.85,599.5,630.25,1384.25,18.32
2012-06-19,1357.98,786.427,2620.83,12837.33,195.54,463.83,436.29,145.74,308.49,349.0891,355.74,499.52,224.4,143.62,188.27,310.42,2265.95,1226.94,1400.77,2198.01,248.27,5586.31,8655.87,734.69,674.67,6363.36,3117.92,301.81,13445.46,6693.9,1000.19,4123.331,943.44,8003.04,19416.67,1891.77,7273.13,16859.8,3544.93,169.1875,,134.34375,124.1953125,110.1875,135.79,133.02,141.36,126.01,110.575,128.22,120.13,99.46,143.89,97.03,,124.325,111.4,429.4728,181.18,221.27,156.84,197.8796,309.8118,285.6139,2057.2,1.2685,0.012667,1.5725,1.0563,0.143533,0.9825,101.11,0.7982,0.15734,0.4932,0.07307,0.08658,84.03,343.35,2.545,1622.2,28.368,1480.5,,628.25,612.5,649.5,1433.75,18.38
2012-06-20,1355.69,784.051,2623.33,12824.39,195.95,464.89,435.27,145.06,307.24,348.8008,353.86,498.0,223.31,143.46,186.2,311.19,2278.93,1229.5,1411.88,2207.49,249.67,5622.29,8752.31,747.34,672.93,6392.13,3126.52,302.95,13732.16,6796.1,1014.99,4132.444,948.27,7998.78,19518.85,1904.12,7334.63,16896.63,3562.25,169.1875,,134.0625,124.0078125,110.1484375,135.64,131.82,140.49,125.55,110.43,128.03,119.89,100.51,143.74,96.88,,124.65,111.13,429.3982,181.16,221.44,156.83,197.9685,310.6775,285.8459,2055.47,1.2707,0.012571,1.5718,1.0579,0.143905,0.9821,100.96,0.7962,0.1572,0.4935,0.07294,0.08682,81.8,338.75,2.517,1614.8,28.389,1466.8,,618.35,611.75,664.0,1446.5,17.24
2012-06-21,1325.51,764.835,2556.96,12573.57,191.46,452.6,429.17,144.07,300.84,341.0184,349.55,478.12,215.98,140.88,184.26,305.53,2242.33,1206.86,1396.21,2199.42,248.4,5566.36,8824.07,753.96,652.48,6343.13,3114.22,301.64,13751.63,6773.5,1009.84,4087.568,932.36,7876.91,19265.07,1889.15,7279.05,17032.56,3472.85,168.90625,,133.359375,124.0859375,110.15625,138.39,134.06,141.52,125.95,110.545,128.29,120.51,100.66,143.78,96.87,,125.825,111.25,430.2567,181.51,222.52,156.92,198.5817,310.8644,285.7478,2058.45,1.254,0.012456,1.5592,1.0443,0.142225,0.9712,99.67,0.7864,0.1571,0.4853,0.07182,0.08671,78.2,329.8,2.582,1564.5,26.839,1438.6,,607.4,586.5,661.75,1438.5,20.08
2012-06-22,1335.02,775.157,2585.53,12640.78,193.19,458.1,433.65,145.26,302.07,342.6782,350.6,480.17,216.88,140.91,184.48,304.63,2225.73,1205.67,1379.85,2186.81,246.58,5513.69,8798.35,750.92,655.24,6263.25,3090.9,298.76,13662.8,6876.3,1009.84,4048.211,917.18,7876.91,18995.13,1847.39,7222.05,16972.51,3439.33,167.0625,,133.0,124.0,110.1484375,137.8,132.72,140.88,125.69,110.475,128.79,120.19,100.7,143.71,96.955,,125.475,111.41,429.9605,181.44,222.02,156.93,198.1489,310.8208,285.5527,2053.02,1.257,0.012434,1.5588,1.0468,0.142686,0.976,99.96,0.7906,0.15707,0.4837,0.07214,0.08629,79.76,330.6,2.625,1566.0,26.661,1431.2,,605.95,591.0,673.25,1442.5,18.11
2012-06-25,1313.72,761.896,2533.54,12502.66,189.19,447.92,428.42,144.04,296.64,337.3986,348.3,471.13,214.29,140.1,183.9,300.24,2196.84,1188.27,1362.37,2130.71,242.82,5450.65,8734.62,745.22,650.3,6132.39,3021.64,294.28,13113.78,6624.0,985.34,4027.814,904.15,7756.66,18897.45,1825.38,7166.38,16882.16,3359.45,169.21875,,133.5625,124.2265625,110.15625,138.62,134.62,142.15,126.34,110.595,128.93,120.69,98.9,143.7,97.0,,125.075,111.5,430.5392,181.55,222.82,156.94,198.7999,310.6741,285.4959,2059.76,1.2504,0.012552,1.5574,1.0412,0.141593,0.9717,99.14,0.7873,0.15712,0.4851,0.07183,0.0861,79.21,331.6,2.694,1587.5,27.52,1439.4,,606.2,631.0,724.25,1482.5,20.38
2012-06-26,1319.99,765.016,2549.84,12534.67,190.27,449.13,429.69,144.44,297.17,341.3605,348.81,476.38,214.55,140.99,184.39,300.83,2197.42,1190.43,1358.99,2127.95,242.59,5446.96,8663.99,738.89,650.31,6136.69,3012.71,294.05,12968.18,6528.4,981.64,4013.301,906.85,7735.15,18981.84,1817.81,7137.93,16906.58,3370.43,168.75,,133.4375,124.1640625,110.15625,138.37,132.92,141.7,126.15,110.555,128.59,120.55,97.65,143.8,97.075,,125.875,111.4,429.9338,181.25,222.03,156.86,198.5245,310.6875,285.2625,2057.95,1.2491,0.012577,1.5642,1.0403,0.141559,0.9768,100.0,0.7911,0.15714,0.4826,0.07267,0.0864,79.36,331.3,2.767,1574.0,27.038,1426.8,,592.65,646.0,729.0,1470.5,19.72
2012-06-27,1331.85,776.242,2565.53,12627.01,192.61,452.12,434.22,144.9,300.36,341.158,351.29,485.34,216.48,141.72,186.36,303.59,2217.04,1201.71,1373.42,2165.61,245.87,5523.92,8730.49,745.48,654.15,6228.99,3063.12,298.07,13302.77,6666.9,991.97,4043.174,913.17,7719.53,19176.95,1817.65,7183.01,16967.76,3379.99,168.875,,133.546875,124.203125,110.15625,138.81,131.92,141.11,125.85,110.52,128.44,120.46,97.69,143.9,97.035,,111.4,111.62,429.9422,181.26,222.08,156.85,198.5234,311.0163,285.4279,2058.7,1.2468,0.012542,1.5568,1.0382,0.141889,0.9757,99.98,0.7917,0.15727,0.4815,0.07373,0.08651,80.21,334.95,2.774,1577.5,26.942,1409.7,,577.75,649.5,732.0,1471.0,19.45
2012-06-28,1329.04,775.887,2536.65,12602.26,192.32,447.26,432.76,145.7,300.05,339.5168,352.39,488.25,216.62,143.01,186.76,302.93,2214.25,1199.93,1373.62,2157.62,244.67,5493.06,8874.11,758.81,655.03,6149.91,3051.68,297.22,13391.3,6721.7,979.53,4044.837,906.71,7671.69,19025.27,1819.18,7169.61,16990.76,3354.44,169.65625,,133.921875,124.34375,110.15625,139.19,132.1,141.71,126.19,110.545,128.15,120.04,97.47,143.81,97.035,,110.825,111.65,430.3375,181.41,222.51,156.87,198.8548,311.2137,285.5435,2062.44,1.2444,0.012585,1.5519,1.0362,0.141828,0.9679,99.38,0.7883,0.15727,0.4811,0.07344,0.08633,77.69,332.6,2.722,1550.4,26.247,1386.4,,563.9,652.0,726.0,1466.0,19.71
2012-06-29,1362.16,798.487,2615.72,12880.09,197.37,462.02,440.76,147.14,310.06,345.8088,358.92,503.27,222.94,146.68,187.8,312.11,2282.89,1235.72,1423.38,2264.72,251.17,5571.15,9006.78,770.08,663.62,6416.28,3196.65,307.31,14274.37,7102.2,1019.06,4094.633,937.35,7802.63,19441.46,1854.01,7296.28,17429.98,3521.49,166.84375,,133.375,124.109375,110.140625,138.45,130.94,140.9,125.89,110.495,128.05,119.11,100.46,143.69,96.97,,111.725,111.37,430.1245,181.42,221.51,157.02,198.515,312.5459,286.1897,2054.68,1.2667,0.01253,1.5707,1.0542,0.144449,0.9837,101.69,0.8013,0.15735,0.4971,0.07485,0.08767,84.96,349.0,2.824,1604.2,27.58,1449.1,,584.55,672.5,739.0,1512.75,17.08
2012-07-02,1365.51,807.943,2625.03,12871.39,198.44,463.25,442.09,149.27,307.56,347.1979,360.96,503.13,221.99,148.08,189.14,313.34,2293.13,1240.5,1431.87,2292.08,254.82,5640.64,9003.48,769.34,663.62,6496.08,3240.2,310.27,14308.79,7124.0,1024.86,4133.0,941.4,7797.2,19441.46,1851.65,7345.16,17398.98,3562.99,169.25,,134.015625,124.28125,110.1328125,138.45,131.62,141.68,126.22,110.55,129.04,119.54,101.07,143.77,96.915,,112.125,111.55,431.2962,181.92,222.97,157.1,199.4442,313.6007,287.467,2062.85,1.2576,0.012576,1.5691,1.0472,0.144367,0.9831,101.89,0.8037,0.15749,0.5036,0.07497,0.08736,83.75,346.5,2.824,1597.7,27.468,1455.6,,578.0,692.5,754.5,1532.25,16.8
2012-07-03,1374.02,818.486,2645.84,12943.82,199.31,467.38,441.69,149.0,310.35,346.7735,362.55,514.04,225.03,148.8,188.6,316.39,2319.78,1251.4,1445.28,2320.43,257.39,5687.73,9066.59,777.11,678.76,6578.21,3271.2,314.34,14494.41,7219.5,1040.16,4127.216,956.77,7814.85,19735.53,1867.82,7418.36,17425.71,3610.48,167.5625,,133.640625,124.109375,110.1015625,138.41,130.44,141.46,126.25,110.575,129.44,118.98,101.73,143.82,96.94,,112.475,111.75,431.1756,181.86,222.44,157.14,199.3021,314.4844,288.4821,2057.9,1.2608,0.012532,1.5689,1.0497,0.144297,0.988,102.15,0.8038,0.15739,0.4965,0.07501,0.08823,87.66,353.45,2.899,1621.8,28.243,1488.7,,598.9,718.75,782.25,1572.25,16.66
2012-07-04,1374.02,818.486,2645.84,12943.82,199.31,467.38,441.69,149.0,310.35,346.7735,362.55,514.04,225.03,148.8,188.6,316.09,2320.76,1250.17,1440.74,2312.41,257.33,5684.47,9104.17,778.7,682.23,6564.8,3267.75,314.83,14381.2,7168.5,1038.42,4172.156,956.26,7810.87,19709.75,1874.45,7422.59,17462.81,3595.41,167.5625,,133.640625,124.109375,110.1015625,138.69,132.24,142.32,126.69,110.625,129.53,119.26,100.84,143.77,96.895,,112.525,111.96,431.2834,181.86,222.56,157.14,199.47,314.5898,288.5211,2057.9,1.2527,0.01252,1.5589,1.043,0.144717,0.9872,102.15,0.8037,0.15752,0.4931,0.075,0.08791,87.66,353.45,2.899,1621.8,28.243,1488.7,,598.9,718.75,782.25,1572.25,16.66
2012-07-05,1367.58,817.433,2647.47,12896.67,196.37,468.14,439.24,148.12,309.89,347.5374,361.36,506.99,224.69,147.58,187.64,314.33,2308.74,1242.39,1429.12,2284.92,256.93,5692.63,9079.8,776.37,675.62,6535.56,3229.36,312.97,14088.74,6954.2,1035.87,4169.192,955.18,7736.67,19809.13,1875.49,7387.78,17538.67,3591.5,168.21875,,133.953125,124.234375,110.140625,138.52,133.2,143.12,127.19,110.73,129.93,119.92,99.26,143.87,97.01,,112.775,112.05,431.6852,181.93,222.94,157.16,199.8889,315.1425,289.4001,2060.84,1.2392,0.012513,1.5525,1.0316,0.143561,0.986,102.24,0.8035,0.15731,0.4957,0.07451,0.08814,87.22,348.8,2.945,1609.4,27.638,1475.0,,585.75,768.0,822.5,1626.5,17.5
2012-07-06,1354.68,807.142,2612.29,12772.47,194.92,459.76,436.09,146.84,305.75,346.1687,360.87,501.52,222.07,147.89,186.96,311.07,2286.57,1229.36,1413.83,2235.51,254.4,5662.63,9020.75,771.83,666.45,6410.11,3168.79,309.84,13732.07,6738.9,1023.87,4157.807,946.01,7822.92,19800.64,1858.2,7368.59,17521.12,3542.51,169.875,,134.359375,124.3984375,110.1796875,138.91,135.14,143.94,127.57,110.785,131.24,120.45,98.84,143.95,97.005,,112.675,112.19,432.5086,182.32,224.13,157.18,200.3565,315.1965,289.62,2065.85,1.2291,0.012553,1.5495,1.0232,0.142451,0.9808,101.24,0.7977,0.15709,0.4931,0.07468,0.08777,84.45,340.45,2.776,1578.9,26.889,1446.8,,580.35,743.25,791.25,1619.75,17.1
