Date,SPX Index,RTY Index,NDX Index,INDU Index,S5FINL Index,S5INFT Index,S5HLTH Index,S5TELS Index,S5INDU Index,S5COND Index,S5CONS Index,S5ENRS Index,S5MATR Index,S5RLST Index,S5UTIL Index,MXWD Index,MXWDEWGT Index,MXWO Index,MXEA Index,SX5E Index,SXXP Index,UKX Index,NKY Index,TPX Index,SPTSX60 Index,DAX Index,CAC Index,AEX Index,FTSEMIB Index,IBEX Index,OMX Index,AS51 Index,MXEF Index,XIN9I Index,HSI Index,KOSPI Index,TWSE Index,SENSEX Index,MXLA Index,WN1 Comdty,UXY1 Comdty,TY1 Comdty,FV1 Comdty,TU1 Comdty,CN1 Comdty,UB1 Comdty,RX1 Comdty,OE1 Comdty,DU1 Comdty,OAT1 Comdty,G 1 Comdty,IK1 Comdty,JB1 Comdty,XM1 Comdty,TFT1 Comdty,DW1 Comdty,KAA1 Comdty,LEGATRUH Index,LGTRTRUH Index,H03454US Index,H03450US Index,LGCPTRUH Index,LG30TRUH Index,LG20TRUH Index,LUATTRUU Index,EURUSD Curncy,JPYUSD Curncy,GBPUSD Curncy,CHFUSD Curncy,SEKUSD Curncy,CADUSD Curncy,AD1 Curncy,NZDUSD Curncy,CNYUSD Curncy,BRLUSD Curncy,MXNUSD Curncy,KRWUSD Curncy,CL1 Comdty,HG1 Comdty,NG1 Comdty,GC1 Comdty,SI1 Comdty,PL1 Comdty,SCO1 Comdty,PA1 Comdty,C 1 Comdty,W 1 Comdty,S 1 Comdty,VIX Index
Date,S&P500,R.2000,NASDAQ,Dow,Financial,Technology,Health Care,Communication,Industrial,Con. Disc,Con. Staples,Energy,Material,Real Estate,Utilities,ACWI,ACWI (EW),MSCI World,MSCI EAFE,EUROSTOXX50,STOXX600,FTSE100,Nikkei225,Topix,TSX60,DAX,CAC40,AEX,FTSE MIB,IBEX35,OMXS30,ASX200,MSCI EM,China A50,HangSeng,Kospi,TAIEX,SENSEX,MSCI Latin,US 30Y,US Ultra 10Y,US 10Y,US 5Y,US 2Y,Canada 10Y,Germany 30Y,Germany 10Y,Germany 5Y,Germany 2Y,France 10Y,UK 10Y,Italy 10Y,Japan 10Y,Australia 10Y,China 10Y,Mexico 10Y,Korea 10Y,Bbg Global Agg,Bbg Global Treasury,Bbg Global Treasury LT,Bbg Global Treasury ST,Bbg Global Corporate,Bbg Global HY,Bbg EM USD,Bbg US Treasury,EUR,JPY,GBP,CHF,SEK,CAD,AUD,NZD,CNY,BRL,MXN,KRW,WTI,Copper,Natural Gas(US),Gold,Silver,Platinum,Iron Ore,Palladium,Corn,Wheat,Soybean,VIX
2002-04-17,1126.07,518.75,1403.71,10220.78,369.32,310.78,370.02,134.76,249.76,246.62,239.97,223.98,147.17,97.48,149.78,240.31,1120.63,998.04,1173.77,3746.69,300.25,5263.9,11543.71,1089.6,445.38,5318.55,4597.3,528.83,33594.0,8393.8,796.76,3401.336,363.98,,11090.58,930.51,6390.68,3421.82,961.19,,,104.3125,105.328125,104.1015625,101.38,104.22,105.35,104.62,102.91,,111.53,,138.24,93.6,,,,258.3197,111.56,111.99,111.0,114.01,119.6849,105.0152,1167.0,0.8904,0.007652,1.4455,0.6059,0.09729,0.635,53.53,0.4453,0.12081,0.4305,0.10823,0.07583,25.94,73.65,3.477,302.1,4.45,552.8,,369.0,199.75,275.75,473.25,18.43
2002-04-18,1124.47,518.547,1395.9,10205.28,367.78,309.02,376.19,132.07,248.54,245.84,239.11,224.9,145.53,97.73,150.55,240.11,1120.92,997.13,1173.46,3704.86,298.26,5229.4,11575.73,1095.29,442.47,5262.88,4588.83,526.54,33406.0,8348.1,779.39,3406.742,364.08,,11217.15,937.61,6387.21,3420.94,948.26,,,104.40625,105.390625,104.1796875,101.49,104.48,105.44,104.74,102.98,,111.3,,138.12,93.6,,,,258.3644,111.53,111.99,111.04,114.13,119.7596,105.0324,1168.29,0.8911,0.00769,1.4479,0.607,0.09696,0.6351,53.63,0.4464,0.12081,0.4301,0.10835,0.07615,26.18,72.7,3.485,304.5,4.498,564.6,,377.8,198.25,268.25,470.25,19.29
2002-04-19,1125.17,517.381,1385.01,10257.11,367.91,309.01,375.47,128.75,248.08,247.29,241.44,225.75,145.98,96.43,150.95,240.04,1121.22,996.91,1171.25,3709.01,298.54,5243.6,11512.01,1092.3,448.13,5284.55,4606.42,528.23,33557.0,8420.4,770.3,3407.877,363.42,,11252.18,923.94,6448.12,3364.4,945.23,,,104.53125,105.421875,104.2109375,101.63,104.23,105.34,104.54,102.9,,111.26,,138.16,93.6,,,,258.5236,111.6,112.2,111.06,114.21,119.8374,105.1385,1169.45,0.8926,0.00767,1.4476,0.6083,0.0974,0.6361,53.76,0.448,0.1208,0.4291,0.10785,0.07621,26.38,73.3,3.527,302.3,4.503,559.6,,374.25,197.25,267.0,472.0,18.3
2002-04-22,1107.83,510.913,1349.83,10136.43,362.75,302.49,370.82,121.99,243.51,243.7,242.15,222.71,142.1,94.64,150.88,237.77,1118.21,986.97,1168.96,3665.27,296.55,5221.5,11721.64,1105.91,442.23,5205.48,4559.46,525.38,33220.0,8363.5,735.64,3414.129,363.58,,11139.42,920.89,6462.3,3390.25,934.02,,,104.734375,105.515625,104.2421875,101.61,104.74,105.66,104.8,103.01,,111.58,,138.14,93.645,,,,258.8171,111.76,112.38,111.13,114.17,119.9205,105.1962,1171.12,0.8894,0.007693,1.451,0.6054,0.09672,0.6367,53.88,0.4477,0.12081,0.4268,0.10805,0.0764,26.27,74.35,3.596,303.0,4.543,555.8,,370.55,198.75,264.75,470.5,19.77
2002-04-23,1100.96,510.266,1322.81,10089.24,360.9,295.63,365.75,122.59,243.15,244.19,242.62,221.96,140.6,93.77,152.22,236.71,1114.87,982.32,1167.16,3657.8,295.65,5191.0,11736.83,1104.5,435.96,5192.1,4562.55,526.13,33213.0,8356.9,730.78,3403.901,363.83,,11345.18,925.7,6390.62,3403.82,931.05,,,104.75,105.46875,104.203125,101.4,104.35,105.43,104.7,102.96,,111.31,,138.04,93.655,,,,258.644,111.68,112.22,111.11,114.0,119.8079,104.927,1171.67,0.8885,0.007678,1.4474,0.606,0.09673,0.6358,53.64,0.4462,0.12081,0.4236,0.1079,0.07656,26.62,73.15,3.591,304.0,4.57,554.8,,371.0,198.75,264.5,474.0,20.28
2002-04-24,1093.14,507.299,1302.32,10030.43,359.17,290.34,364.79,123.33,241.83,243.01,242.18,217.4,139.58,94.03,151.1,235.75,1111.39,978.13,1165.68,3625.67,294.43,5218.2,11672.88,1098.72,436.16,5160.14,4528.0,520.57,33215.0,8325.0,707.78,3373.56,363.58,,11396.57,915.69,6455.39,3411.92,937.08,,,105.28125,105.859375,104.3984375,101.84,104.87,105.77,104.87,103.05,,111.56,,137.84,93.61,,,,259.2135,111.88,112.74,111.2,114.24,119.8094,104.838,1176.7,0.8927,0.007718,1.4494,0.609,0.09699,0.638,54.08,0.4489,0.12081,0.4239,0.10771,0.07651,26.38,73.55,3.419,304.3,4.562,560.1,,371.0,197.75,263.5,479.5,20.77
2002-04-25,1091.48,508.833,1302.32,10035.06,355.75,292.23,366.41,124.54,239.32,243.16,241.39,219.29,138.87,93.87,147.33,235.44,1107.76,977.54,1165.35,3574.38,291.42,5197.5,11648.72,1098.32,435.25,5054.41,4455.99,512.27,32730.0,8171.1,702.65,3373.56,358.32,,11409.29,872.58,6355.59,3359.64,925.59,,,105.421875,106.0,104.4609375,101.9,105.29,106.14,105.19,103.19,,112.01,,137.75,93.68,,,,259.4349,112.01,112.92,111.26,114.29,119.8463,104.8703,1177.49,0.898,0.007768,1.4552,0.6136,0.09716,0.639,54.23,0.4502,0.12081,0.4232,0.10721,0.07728,26.73,72.95,3.295,308.1,4.62,561.6,,367.0,197.0,261.0,474.0,20.95
2002-04-26,1076.32,501.482,1250.89,9910.72,353.97,281.59,363.52,122.05,236.06,239.13,240.14,217.27,139.4,93.63,144.65,233.15,1103.98,967.58,1159.75,3561.08,289.88,5159.0,11541.39,1087.23,430.79,5000.38,4453.08,509.26,32578.0,8182.0,717.83,3379.122,358.17,,11385.08,869.65,6306.93,3371.7,923.55,,,105.703125,106.140625,104.546875,101.9,105.71,106.29,105.25,103.22,,112.31,,138.05,93.755,,,,259.7508,112.18,113.24,111.32,114.43,119.8344,104.7395,1179.6,0.9019,0.007822,1.4582,0.6154,0.09777,0.6402,54.2,0.4509,0.12081,0.4217,0.10724,0.07706,27.11,73.6,3.319,311.6,4.652,547.9,,366.8,196.25,257.75,467.5,22.14
2002-04-29,1065.46,500.526,1246.75,9819.87,350.98,282.5,357.86,116.72,231.56,235.68,239.93,216.68,136.96,93.46,144.39,231.56,1096.03,961.35,1158.29,3538.74,288.99,5153.9,11541.39,1087.23,428.59,5008.04,4430.38,505.41,32544.0,8146.3,710.42,3352.837,353.17,,11361.49,838.51,6205.09,3301.21,915.59,,,105.453125,106.0,104.515625,101.94,105.19,105.92,105.03,103.13,,111.87,,138.14,93.89,,,,259.4025,112.04,112.8,111.29,114.07,119.904,104.637,1178.33,0.9033,0.007809,1.459,0.6176,0.09794,0.6381,53.71,0.4477,0.12081,0.423,0.10674,0.0774,27.57,73.4,3.561,311.5,4.636,538.9,,362.8,192.5,256.0,461.75,24.05
2002-04-30,1076.92,510.65,1277.07,9946.22,355.53,285.9,359.14,118.82,236.87,236.88,241.38,218.01,139.76,94.13,146.44,233.13,1097.27,968.25,1160.74,3574.23,290.64,5165.6,11492.54,1082.06,434.04,5041.2,4462.74,511.28,32474.0,8154.4,714.34,3350.018,352.84,,11497.58,842.34,6065.73,3338.16,921.98,,,105.5625,106.046875,104.5546875,102.02,105.43,105.98,105.03,103.14,,111.92,,138.63,93.86,,,,259.6117,112.19,113.01,111.31,114.001,119.7419,104.1841,1179.93,0.9005,0.007778,1.458,0.6185,0.09753,0.6378,53.64,0.4473,0.12081,0.4236,0.10644,0.07728,27.29,73.25,3.795,309.2,4.532,532.5,,355.5,193.5,261.75,462.25,21.91
2002-05-01,1086.46,510.813,1267.43,10059.63,357.49,283.97,364.31,123.24,238.52,240.68,244.96,220.75,140.26,95.32,145.91,234.72,1101.74,975.2,1165.92,3574.23,290.64,5125.5,11552.79,1086.91,433.32,5041.2,4462.74,511.28,32474.0,8154.4,714.34,3360.407,352.75,,11497.58,842.34,6065.73,3338.16,918.5,,,105.8125,106.265625,104.640625,102.29,105.43,105.98,105.03,103.14,,112.2,,138.73,93.865,,,,259.741,112.28,113.13,111.33,113.9,119.7305,104.0906,1182.11,0.9064,0.007842,1.4656,0.6242,0.09788,0.6411,53.76,0.4492,0.12081,0.4236,0.10628,0.07749,26.75,72.3,3.735,309.4,4.529,514.5,,351.1,196.5,266.25,460.25,20.06
2002-05-02,1084.56,513.347,1225.37,10091.87,361.37,275.36,362.92,121.81,239.23,240.21,246.91,222.61,142.82,96.44,145.17,234.11,1101.45,972.5,1162.01,3543.12,289.95,5174.1,11551.01,1086.5,434.09,4964.56,4421.56,503.23,31881.0,8048.0,714.39,3362.316,352.96,,11780.11,859.86,5867.83,3372.56,910.38,,,105.40625,106.046875,104.5546875,102.04,104.93,105.61,104.71,102.97,,111.7,,138.73,93.9,,,,259.3222,112.06,112.76,111.26,113.79,119.5299,103.6358,1179.18,0.9032,0.007817,1.4633,0.6216,0.09762,0.6402,53.43,0.4457,0.12081,0.4155,0.10567,0.07764,26.24,73.0,3.684,308.6,4.543,517.6,,348.0,194.5,258.5,459.25,20.07
2002-05-03,1073.43,512.305,1190.74,10006.63,359.27,267.01,359.06,119.01,238.87,237.3,245.14,223.19,143.48,95.97,145.04,233.21,1104.21,968.42,1167.29,3496.44,287.54,5203.1,11551.01,1086.5,433.29,4882.77,4354.92,495.74,31534.0,8019.0,695.84,3366.043,354.06,,11797.22,856.72,5910.32,3380.61,902.06,,,105.84375,106.359375,104.7109375,102.5,105.87,106.28,105.16,103.13,,112.11,,138.72,93.835,,,,259.8513,112.3,113.3,111.35,114.05,119.5391,103.7595,1182.74,0.9173,0.007877,1.469,0.6304,0.09879,0.6388,53.79,0.4491,0.12081,0.4155,0.10587,0.07789,26.62,71.9,3.745,312.5,4.597,517.0,,351.05,194.75,260.25,459.0,20.19
2002-05-06,1052.67,502.893,1161.16,9808.04,351.36,259.93,353.85,117.02,233.05,232.12,244.77,215.9,142.62,95.08,144.1,230.48,1097.15,957.17,1165.65,3479.29,286.92,5203.1,11551.01,1086.5,427.64,4880.67,4367.26,493.71,31566.0,7945.9,690.51,3345.437,349.23,,11736.2,826.87,5642.48,3384.35,899.74,,,105.71875,106.265625,104.6953125,102.75,105.81,106.11,105.05,103.1,,112.11,,138.72,93.86,,,,259.8587,112.31,113.3,111.36,114.03,119.5103,103.6515,1182.65,0.9183,0.007867,1.4685,0.6311,0.09889,0.6374,53.77,0.4487,0.1208,0.4131,0.10515,0.07805,26.12,71.0,3.595,311.5,4.596,515.8,,355.0,194.0,263.0,460.75,22.56
2002-05-07,1049.49,498.958,1159.25,9836.55,349.45,260.28,347.5,116.04,233.12,234.41,244.28,215.8,143.86,95.01,141.36,228.75,1089.93,949.59,1149.82,3453.29,283.86,5119.9,11316.04,1074.12,426.21,4872.41,4296.4,489.19,31332.0,7910.7,698.24,3325.021,349.53,,11795.98,826.34,5663.98,3423.75,892.08,,,105.828125,106.453125,104.7890625,102.86,105.92,106.21,105.11,103.13,,112.2,,138.9,93.92,,,,260.0295,112.4,113.34,111.43,114.05,119.4496,103.7053,1183.31,0.9148,0.007816,1.4675,0.6293,0.0977,0.6381,53.83,0.4487,0.12081,0.4113,0.10538,0.07794,26.63,72.05,3.673,311.9,4.618,522.0,,358.0,199.0,267.0,461.0,21.94
2002-05-08,1088.85,509.734,1282.41,10141.83,359.48,290.84,357.05,121.18,242.93,239.24,244.31,220.54,145.35,95.16,142.46,234.93,1105.51,975.92,1165.13,3540.64,289.97,5209.1,11520.75,1081.76,435.93,5028.59,4404.02,498.06,31961.0,8087.9,715.37,3339.899,354.14,,11768.31,844.67,5711.53,3435.06,904.49,,,104.84375,105.796875,104.4609375,102.03,105.24,105.74,104.79,103.0,,111.83,,138.74,93.845,,,,259.1131,112.04,112.45,111.28,113.69,119.426,103.6539,1174.43,0.9046,0.007759,1.4564,0.6215,0.0973,0.6368,53.8,0.4477,0.1208,0.4103,0.10621,0.0778,27.85,72.75,3.746,308.5,4.572,528.7,,359.0,198.5,264.0,467.25,20.39
2002-05-09,1073.01,501.373,1240.41,10037.42,356.01,280.93,352.53,118.73,237.7,236.74,244.09,217.77,145.74,94.0,141.46,232.87,1101.8,967.25,1164.23,3525.59,289.0,5197.6,11633.3,1090.91,430.85,4966.48,4386.86,498.23,31544.0,8041.4,715.37,3338.532,351.95,,11700.76,838.67,5739.28,3462.01,881.59,,,105.15625,106.046875,104.578125,102.35,104.89,105.51,104.66,102.94,,111.52,,138.81,93.705,,,,259.2109,112.02,112.54,111.29,113.79,119.2811,103.2979,1177.02,0.9093,0.007789,1.46,0.6257,0.09762,0.6383,54.27,0.452,0.12081,0.4044,0.10572,0.07825,27.68,72.5,3.719,309.8,4.615,523.8,,352.5,200.25,266.75,473.0,21.56
2002-05-10,1054.99,492.718,1188.78,9939.92,350.83,270.51,349.22,114.34,233.36,232.41,243.94,216.99,144.92,93.99,138.76,230.35,1097.09,956.61,1159.16,3465.12,285.84,5171.2,11531.11,1085.96,428.57,4871.7,4329.84,490.52,31129.0,7897.1,701.64,3330.879,349.25,,11645.9,817.93,5807.3,3431.32,872.05,,,105.6875,106.453125,104.75,102.41,104.87,105.62,104.69,102.93,,111.43,,138.84,93.695,,,,259.5212,112.08,112.73,111.35,113.9958,119.2275,103.3707,1180.74,0.914,0.007838,1.4641,0.6284,0.09786,0.6417,54.37,0.4534,0.12081,0.4058,0.10521,0.07813,27.99,73.3,3.749,311.3,4.658,520.8,,354.0,201.25,265.0,468.25,22.41
2002-05-13,1074.56,499.709,1241.54,10109.66,356.8,283.03,352.94,118.35,235.51,235.71,246.03,222.11,146.03,94.42,138.05,232.89,1098.68,967.7,1162.35,3511.01,288.02,5204.8,11336.95,1074.79,431.85,4975.48,4375.39,493.67,31588.0,7998.1,706.45,3302.472,349.25,,11733.43,821.89,5742.66,3442.49,870.94,,,105.0625,106.0625,104.59375,101.85,104.94,105.42,104.51,102.84,,111.39,,138.87,93.75,,,,259.1722,112.0,112.27,111.33,113.6791,119.1573,103.2279,1175.6,0.9121,0.00782,1.4572,0.6267,0.09759,0.6432,54.58,0.4559,0.12081,0.3955,0.10488,0.07829,28.38,73.2,3.783,310.9,4.596,525.3,,349.1,209.75,273.5,477.5,20.72
2002-05-14,1097.28,511.704,1305.55,10298.14,362.44,297.16,357.99,121.34,240.94,243.45,244.93,223.39,148.03,95.71,138.93,235.59,1101.87,979.06,1161.32,3575.62,291.78,5239.5,11356.19,1071.89,435.85,5049.08,4447.12,501.84,32122.0,8103.6,714.48,3314.255,352.47,,11690.31,837.37,5755.92,3420.33,872.42,,,104.453125,105.625,104.3671875,101.08,104.43,105.08,104.29,102.72,,111.1,,138.95,93.705,,,,258.5711,111.76,111.71,111.2,113.4055,119.1797,103.3011,1170.3,0.9026,0.00778,1.4503,0.6194,0.09758,0.6417,54.59,0.4574,0.12081,0.3989,0.10544,0.07817,29.36,74.0,3.855,307.6,4.596,533.3,,353.0,209.0,273.0,474.5,19.35
2002-05-15,1091.07,513.52,1311.05,10243.68,361.15,296.67,351.45,122.04,240.3,243.87,243.27,219.25,148.36,96.27,136.79,236.41,1110.58,982.05,1177.25,3595.73,292.89,5259.1,11642.97,1087.0,434.73,5072.39,4471.27,503.83,32130.0,8162.1,718.25,3376.106,356.51,,11838.36,862.62,5910.69,3395.59,877.84,,,104.71875,105.84375,104.453125,101.33,104.59,105.09,104.3,102.71,,111.08,,139.04,93.62,,,,258.7804,111.83,111.9,111.2,113.4789,119.1751,103.6812,1172.34,0.9119,0.007835,1.4604,0.6272,0.0988,0.6423,54.72,0.4589,0.12081,0.3997,0.1056,0.07862,28.15,74.3,3.64,309.0,4.626,532.9,,368.0,216.25,283.5,482.0,19.19
2002-05-16,1098.23,507.386,1315.85,10289.21,364.64,300.83,348.48,125.63,242.54,245.36,244.73,222.09,147.67,96.05,133.59,237.47,1113.42,986.61,1179.51,3579.03,291.62,5248.5,11738.69,1105.16,436.77,5047.45,4466.36,502.01,32110.0,8088.1,708.59,3395.345,357.14,,11832.77,858.04,5801.47,3355.61,895.42,,,105.25,106.171875,104.59375,101.67,104.78,105.27,104.46,102.75,,111.18,,139.0,93.635,,,,259.2709,111.97,112.24,111.3,113.7434,119.1847,104.0803,1176.09,0.9109,0.007806,1.4559,0.6259,0.09877,0.6432,54.73,0.4594,0.12081,0.4063,0.1056,0.07875,27.95,73.4,3.609,310.1,4.639,536.0,,370.0,213.25,276.5,484.75,18.5
2002-05-17,1106.59,508.92,1325.8,10353.08,366.62,303.02,356.81,124.24,246.91,247.4,244.95,221.21,148.35,96.44,131.84,239.48,1122.03,994.87,1190.24,3554.77,289.26,5218.0,11847.32,1108.54,435.82,5036.41,4442.94,498.16,31942.0,8090.6,713.84,3412.575,360.73,,11974.61,875.03,5789.84,3333.76,898.39,,,104.828125,105.90625,104.40625,101.77,104.52,105.12,104.4,102.69,,110.9,,139.0,93.66,,,,258.8541,111.81,111.81,111.2,113.4948,118.9093,103.6735,1172.02,0.9203,0.007938,1.4579,0.6328,0.09994,0.6477,55.1,0.4644,0.12081,0.4039,0.10568,0.07926,28.18,72.4,3.598,310.9,4.654,537.7,,374.5,209.0,273.75,487.5,17.7
2002-05-20,1091.88,503.152,1292.21,10229.5,360.04,295.11,353.17,122.62,243.21,245.72,242.71,218.69,147.35,96.34,134.69,237.44,1116.44,986.32,1186.91,3518.98,287.58,5208.1,11856.54,1117.13,435.82,4998.99,4400.75,495.41,31280.0,8000.0,713.84,3393.318,357.99,,11974.61,865.78,5574.71,3282.81,892.37,,,105.28125,106.1875,104.546875,101.77,105.24,105.63,104.64,102.78,,111.46,,138.77,93.63,,,,259.4404,112.05,112.37,111.32,113.8384,118.9348,103.7191,1176.15,0.9212,0.007975,1.4579,0.6341,0.10009,0.6485,55.43,0.467,0.12081,0.4034,0.10532,0.07978,28.33,72.2,3.49,316.0,4.769,544.2,,382.8,211.5,276.75,491.25,19.24
2002-05-21,1079.88,495.44,1255.91,10105.71,357.66,287.02,350.69,123.44,240.06,240.74,241.22,218.16,147.41,95.59,135.57,235.67,1110.44,979.27,1184.53,3512.88,287.48,5197.2,11801.16,1116.36,432.15,4984.61,4399.2,492.4,31312.0,7950.0,702.91,3376.885,353.25,,11753.29,837.56,5443.18,3186.53,886.97,,,105.625,106.421875,104.65625,102.21,105.38,105.69,104.74,102.89,,111.51,,138.63,93.685,,,,259.8013,112.15,112.65,111.41,114.0636,118.833,103.59,1179.07,0.92,0.008053,1.4599,0.634,0.10036,0.6507,55.59,0.4676,0.12081,0.4016,0.10533,0.08052,27.33,72.3,3.395,316.1,4.834,538.0,,370.15,210.75,273.0,490.5,20.05
2002-05-22,1086.02,493.893,1264.51,10157.88,357.68,290.37,353.07,124.24,240.35,239.95,243.75,221.46,148.0,95.49,139.16,236.34,1112.76,981.83,1183.69,3459.02,283.35,5151.9,11961.98,1129.67,428.64,4919.5,4326.29,486.73,30992.0,7857.1,687.91,3389.791,355.83,,11795.2,863.06,5541.64,3175.49,879.73,,,106.0,106.703125,104.7734375,102.46,105.33,105.8,104.85,102.93,,111.59,,138.58,93.74,,,,260.1519,112.28,112.97,111.49,114.3114,118.8514,103.5593,1182.42,0.926,0.008055,1.4593,0.6373,0.10131,0.6526,55.91,0.4732,0.12081,0.396,0.10492,0.08019,26.37,72.4,3.459,318.3,4.825,540.0,,361.0,207.5,269.0,493.0,19.58
2002-05-23,1097.08,501.227,1286.77,10216.08,361.13,293.07,357.21,127.55,245.19,241.02,243.86,223.48,150.05,96.79,140.36,237.21,1112.26,986.02,1178.79,3467.67,283.98,5175.3,11979.85,1136.88,434.56,4879.5,4341.59,492.04,30909.0,7902.1,689.05,3373.55,353.14,,11624.75,845.51,5549.96,3114.05,880.93,,,105.734375,106.5625,104.671875,102.3,105.93,106.17,105.05,102.99,,111.63,,138.26,93.785,,,,259.983,112.22,112.86,111.46,114.3022,118.7444,103.357,1179.83,0.9211,0.007996,1.4549,0.6335,0.10101,0.651,55.64,0.4719,0.12081,0.3954,0.10485,0.08022,26.15,73.2,3.438,322.8,4.897,541.6,,354.0,207.75,271.5,491.5,18.23
2002-05-24,1083.82,493.624,1253.03,10104.26,358.56,285.44,352.41,124.7,242.46,239.8,241.77,220.85,148.49,97.18,140.14,236.03,1115.45,980.38,1182.11,3477.06,284.28,5169.1,11976.28,1139.43,430.77,4899.13,4337.43,492.16,30768.0,7950.2,691.3,3387.12,356.52,,11626.78,854.57,5706.4,3255.62,877.87,,,105.9375,106.640625,104.6875,102.69,105.51,105.84,104.87,102.92,,111.7,,138.42,93.76,,,,260.0684,112.27,112.96,111.46,114.3641,118.8432,103.2662,1180.58,0.9208,0.008016,1.4581,0.6312,0.10083,0.6526,55.46,0.4707,0.12081,0.3971,0.10452,0.08042,25.88,73.5,3.347,320.7,4.857,537.5,,351.0,205.0,269.25,491.0,18.9
2002-05-27,1083.82,493.624,1253.03,10104.26,358.56,285.44,352.41,124.7,242.46,239.8,241.77,220.85,148.49,97.18,140.14,235.73,1114.99,979.13,1178.63,3500.94,284.4,5136.3,11976.35,1131.93,430.94,4961.54,4360.71,492.94,30856.0,7993.0,689.24,3381.623,356.17,,11564.73,840.57,5729.9,3243.41,877.19,,,105.9375,106.640625,104.6875,102.82,105.23,105.69,104.75,102.87,,111.28,,138.35,93.705,,,,259.9587,112.2,112.81,111.46,114.33,118.8361,103.2575,1180.58,0.9206,0.008015,1.4568,0.632,0.10073,0.6523,55.65,0.4734,0.12081,0.3973,0.10462,0.08171,25.88,73.5,3.347,320.7,4.857,537.5,,351.0,205.0,269.25,491.0,18.9
2002-05-28,1074.55,492.394,1244.82,9981.58,354.65,282.87,351.23,125.97,239.6,236.52,239.21,219.04,147.64,97.68,139.57,234.7,1113.45,974.79,1178.93,3472.4,281.3,5074.2,11936.08,1131.14,430.26,4918.58,4339.57,490.1,30836.0,7925.1,683.94,3385.888,355.14,,11581.58,848.8,5669.53,3146.83,873.59,,,106.015625,106.703125,104.6796875,102.67,105.61,105.85,104.88,102.91,,111.5,,138.7,93.67,,,,260.2391,112.31,113.02,111.5,114.4834,118.9636,103.4143,1181.1,0.9286,0.008027,1.4593,0.6352,0.10134,0.6532,56.11,0.4755,0.12082,0.3957,0.10455,0.08104,25.27,75.35,3.28,324.1,4.87,545.0,,355.8,207.5,272.0,497.25,20.31
2002-05-29,1067.66,487.586,1218.68,9923.04,354.6,276.6,352.42,124.24,236.73,235.46,239.34,219.85,146.34,97.65,134.99,233.66,1109.4,970.51,1177.72,3462.38,280.22,5083.0,11853.0,1125.75,425.73,4881.8,4334.85,489.54,30726.0,7946.7,674.07,3381.228,353.16,,11430.66,835.19,5623.23,3160.24,863.2,,,106.453125,106.984375,104.8046875,103.36,105.68,105.99,104.96,102.95,,111.66,,138.7,93.74,,,,260.6548,112.43,113.34,111.57,114.7702,119.0357,103.5404,1184.74,0.935,0.00804,1.4629,0.6374,0.10208,0.6516,56.33,0.4771,0.12082,0.3979,0.10314,0.08104,25.76,74.75,3.42,325.5,4.933,544.3,,353.5,211.5,276.25,496.25,20.39
2002-05-30,1064.66,487.814,1227.9,9911.69,353.07,278.98,351.93,123.76,236.14,233.7,240.27,215.88,145.16,97.13,133.08,232.83,1107.89,967.19,1172.37,3388.44,276.59,5040.8,11770.03,1121.3,425.14,4761.96,4260.14,480.34,30251.0,7854.8,659.02,3387.065,351.03,,11380.61,815.61,5736.19,3135.89,855.65,,,106.828125,107.234375,104.9453125,103.58,105.77,106.17,105.08,103.02,,111.74,,139.04,93.775,,,,260.977,112.56,113.54,111.64,114.9475,118.9472,103.5464,1187.64,0.937,0.00811,1.4654,0.6403,0.10263,0.6517,56.33,0.4749,0.12082,0.3981,0.10331,0.08133,24.67,75.2,3.222,325.5,4.985,550.0,,352.25,212.5,276.5,501.25,20.61
2002-05-31,1067.14,487.449,1208.34,9925.25,354.35,274.82,351.7,123.14,237.21,236.3,243.36,218.21,146.21,97.18,132.79,232.82,1105.45,967.85,1171.51,3425.79,279.03,5085.1,11763.7,1120.08,429.17,4818.3,4274.64,484.55,30143.0,7949.9,659.89,3373.597,346.28,,11301.94,796.4,5675.65,3125.73,847.28,,,106.734375,107.203125,104.8984375,103.3,105.44,105.76,104.82,102.91,,111.62,,139.01,93.785,,,,260.8321,112.47,113.43,111.6,114.9757,118.9269,103.4465,1186.54,0.9342,0.00805,1.4553,0.6378,0.10263,0.6545,56.65,0.4806,0.12082,0.3979,0.10368,0.08187,25.31,76.4,3.217,326.5,5.042,545.9,,347.4,214.0,282.25,508.75,19.98
2002-06-03,1040.68,474.345,1159.15,9709.79,346.68,265.07,342.11,120.15,229.53,231.75,240.31,214.0,143.42,96.72,127.67,229.63,1100.16,953.86,1171.8,3382.54,277.0,5085.1,11901.39,1132.22,424.96,4747.95,4227.15,478.05,29736.0,7899.7,658.61,3375.56,348.06,,11359.8,804.93,5571.08,3161.09,841.93,,,106.796875,107.25,104.9453125,103.2,105.67,106.17,105.05,102.96,,111.62,,139.1,93.685,,,,260.9139,112.44,113.4,111.58,114.9824,118.8684,103.3059,1187.52,0.9419,0.008086,1.4634,0.6393,0.10311,0.6546,57.04,0.4862,0.12082,0.3946,0.10363,0.08154,25.08,77.55,3.242,326.7,5.08,547.4,,352.75,209.5,286.75,505.5,23.37
